Transmission,BodyType,Cyl,Litre,Kms,Economy,Make,Model,Badge,Colour,Year,Price,Fuel,Location,Cat,SellerId
Manual,SUV,4,2.5,224786,8.7,Subaru,Forester,X,White,2005,6990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-12706
Automatic,SUV,4,2,9117,8.5,Subaru,Forester,XT Premium,Bronze,2015,46888,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-8985
Automatic,SUV,4,2,160,6.3,Subaru,Forester,2.0D-L,Silver,2016,36990,Diesel,NEW SOUTH WALES,Demo,AGC-SELLER-15735
Automatic,SUV,4,2.5,42,8.1,Subaru,Forester,2.5i-L,Silver,2016,35480,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Demo,AGC-SELLER-66
Automatic,SUV,4,2,46588,8.5,Subaru,Forester,XT,Blue,2013,33888,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11019
Automatic,SUV,4,2.5,38747,9.3,Subaru,Forester,X Luxury Edition,Silver,2012,25984,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10366
Automatic,SUV,4,2.5,35406,9.3,Subaru,Forester,X,Silver,2012,23990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9410
Automatic,SUV,4,2.5,125320,9.6,Subaru,Forester,X,White,2009,15990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-16077
Automatic,SUV,4,2.5,149000,11.1,Subaru,Forester,XT Luxury,Magenta,2006,13250,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-1225939
Automatic,SUV,4,2.5,62500,9.3,Subaru,Forester,X Luxury Edition,Marine Blue Pearl,2012,22500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-1828202
Manual,SUV,4,2.5,110000,9.3,Subaru,Forester,XS,Spark Silver,2010,18500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3101734
Automatic,SUV,4,2.5,106756,9.6,Subaru,Forester,X,Red,2010,17393,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-9136
Automatic,SUV,4,2.5,67500,9.6,Subaru,Forester,X,Grey,2008,16900,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-52695
Manual,SUV,4,2.5,39201,9.3,Subaru,Forester,X,Black,2011,25990,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-16072
Automatic,SUV,4,2.5,74708,9.3,Subaru,Forester,XS Premium,Silver,2011,22990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-10955
Manual,SUV,4,2,136215,6.4,Subaru,Forester,2.0D,Grey,2011,18989,Diesel,VICTORIA,Used,AGC-SELLER-1866
Manual,SUV,4,2.5,202831,9.6,Subaru,Forester,XS,Silver,2006,7999,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-17150
Automatic,SUV,4,2.5,39000,8.1,Subaru,Forester,2.5i,Blue,2013,27990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-11567
Automatic,SUV,4,2.5,107904,8.1,Subaru,Forester,2.5i-L,Black,2013,20990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17078
Automatic,SUV,4,2,8496,8.5,Subaru,Forester,XT Premium,Black,2015,45990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-88
Automatic,SUV,4,2,23849,8.5,Subaru,Forester,XT Premium,Grey,2013,39990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-47213
Automatic,SUV,4,2.5,29377,8.1,Subaru,Forester,2.5i-S,Black,2013,35990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-10327
Automatic,SUV,4,2.5,24900,8.1,Subaru,Forester,2.5i-S,Ice Silver,2013,35490,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-2018232
Automatic,SUV,4,2.5,12852,8.1,Subaru,Forester,2.5i-L,Silver,2015,31990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-88
Automatic,SUV,4,2.5,57144,8.1,Subaru,Forester,2.5i,Black,2013,24490,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-14936
Automatic,SUV,4,2,54277,8.5,Subaru,Forester,XT,White,2013,31990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-50902
Manual,SUV,4,2,102401,6.4,Subaru,Forester,2.0D Premium,Black,2010,22888,Diesel,SOUTH AUSTRALIA,Used,AGC-SELLER-1245
Automatic,SUV,4,2.5,110907,9.3,Subaru,Forester,X,Grey,2011,19990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-17462
Manual,SUV,4,2.5,113212,9.3,Subaru,Forester,X,White,2010,16990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-18169
Manual,SUV,4,2.5,175884,11.2,Subaru,Forester,XT Luxury,Premium Silver,2003,9000,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-2454507
Automatic,SUV,4,2.5,179806,9.5,Subaru,Forester,XS,Green,2003,8750,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-18207
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-S,White,2016,43632,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-12131
Automatic,SUV,4,2.5,1220,8.1,Subaru,Forester,2.5i-S,White,2015,42888,Petrol - Unleaded ULP,VICTORIA,Demo,AGC-SELLER-9453
Automatic,SUV,4,2.5,14118,8.1,Subaru,Forester,2.5i-L,Black,2015,31990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-88
Automatic,SUV,4,2.5,74764,8.1,Subaru,Forester,2.5i-L,White,2013,25450,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-2087
Automatic,SUV,4,2.5,60169,9.3,Subaru,Forester,X,Blue,2012,24998,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-11106
Automatic,SUV,4,2.5,104491,9.6,Subaru,Forester,XS,Silver,2010,18996,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-83
Manual,SUV,4,2.5,71784,9.6,Subaru,Forester,X,Garnet Red,2006,11200,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3233301
Manual,SUV,4,2.5,160584,8.7,Subaru,Forester,X,White,2005,9990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11620
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-S,Silver,2016,43790,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2,31850,8.5,Subaru,Forester,XT Premium,Grey,2013,37888,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-8983
Manual,SUV,4,2,75208,6.4,Subaru,Forester,2.0D Premium,Red,2010,24888,Diesel,TASMANIA,Used,AGC-SELLER-561
Automatic,SUV,4,2.5,64059,9.3,Subaru,Forester,X,Silver,2011,22490,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-532
Automatic,SUV,4,2.5,112492,9.6,Subaru,Forester,X Columbia,Silver,2010,18888,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-29284
Automatic,SUV,4,2,14146,8.5,Subaru,Forester,XT Premium,Black,2015,46990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-11593
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Blue,2016,43240,Petrol - Unleaded ULP,VICTORIA,BNCIS,AGC-SELLER-17753
Automatic,SUV,4,2.5,106205,9.3,Subaru,Forester,XS Premium,Silver,2011,22990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-15915
Automatic,SUV,4,2.5,73336,9.6,Subaru,Forester,XS,White,2009,17990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-51734
Manual,SUV,4,2,195530,6,Subaru,Forester,2.0D Premium,Grey,2011,17990,Diesel,VICTORIA,Used,AGC-SELLER-17927
Manual,SUV,4,2.5,225000,10.5,Subaru,Forester,XT Premium,Obsidian Black Pearl,2008,16500,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-698824
Automatic,SUV,4,2.5,147554,9.3,Subaru,Forester,X Luxury Edition,Black,2012,15990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-49547
Automatic,SUV,4,2.5,111690,9.6,Subaru,Forester,X,Sage Green,2009,15500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3293986
Manual,SUV,4,2.5,153000,9.3,Subaru,Forester,XS,Obsidian Black Pearl,2009,14500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1197399
Manual,SUV,4,2.5,213528,9.3,Subaru,Forester,XS Premium,Black,2009,11990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-18223
Automatic,SUV,4,2.5,149326,9.5,Subaru,Forester,XS,Blue,2004,8990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-16029
Manual,SUV,4,2.5,155783,8.7,Subaru,Forester,X,Silver,2005,7990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-51935
Automatic,SUV,4,2.5,1,8.1,Subaru,Forester,2.5i-L,White,2015,37077,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-8985
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-L,Silver,2016,36860,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Manual,SUV,4,2,153299,6.4,Subaru,Forester,2.0D Premium,Silver,2010,18980,Diesel,VICTORIA,Used,AGC-SELLER-29363
Automatic,SUV,4,2.5,136363,9.6,Subaru,Forester,X,Spark Silver,2009,13400,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3312563
Automatic,SUV,4,2.5,189087,11,Subaru,Forester,XT Luxury,White,2005,9990,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-50025
Automatic,SUV,4,2,118882,,Subaru,Forester,GT,Red,2001,9750,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-10663
Automatic,SUV,4,2.5,310000,9.6,Subaru,Forester,X,Grey,2009,8999,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-49480
Automatic,SUV,4,2.5,49916,9.3,Subaru,Forester,X,White,2012,21990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9410
Automatic,SUV,4,2.5,114217,9.3,Subaru,Forester,XS,Silver,2011,18990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11056
Automatic,SUV,4,2,131824,,Subaru,Forester,GX,White,2000,6500,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-50736
Automatic,SUV,4,2.5,217656,9.5,Subaru,Forester,XS,Silver,2002,5499,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-49364
Automatic,SUV,4,2,26,8.5,Subaru,Forester,XT Premium,Red,2015,49990,Petrol - Premium ULP,QUEENSLAND,Demo,AGC-SELLER-50539
Automatic,SUV,4,2.5,1,8.1,Subaru,Forester,2.5i-L,Silver,2015,37077,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-8985
Automatic,SUV,4,2.5,50656,8.1,Subaru,Forester,2.5i-S,,2013,33895,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-9311
Automatic,SUV,4,2,91196,8.5,Subaru,Forester,XT Premium,Blue,2013,30990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-1365
Automatic,SUV,4,2.5,28577,9.3,Subaru,Forester,XS Premium,Silver,2012,27990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-51062
Automatic,SUV,4,2.5,39110,8.1,Subaru,Forester,2.5i,Silver,2014,27990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-28540
Automatic,SUV,4,2.5,83961,9.3,Subaru,Forester,X,Silver,2011,19456,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-83
Manual,SUV,4,2.5,153708,9.3,Subaru,Forester,X,Black,2010,12990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-51839
Manual,SUV,4,2.5,201045,9.3,Subaru,Forester,X,Grey,2008,10990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9410
Automatic,SUV,4,2.5,166000,9.5,Subaru,Forester,XS Luxury,Silver,2003,8990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-10859
Automatic,SUV,4,2,67,6.4,Subaru,Forester,2.0D-S,Black,2016,44990,Diesel,NEW SOUTH WALES,Demo,AGC-SELLER-17353
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-L,Red,2016,36245,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-12320
Automatic,SUV,4,2,5659,6.3,Subaru,Forester,2.0D-L,Bronze,2015,35875,Diesel,QUEENSLAND,Demo,AGC-SELLER-28766
Automatic,SUV,4,2.5,11518,8.1,Subaru,Forester,2.5i-L,Silver,2015,34888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Black,2013,33990,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51748
Automatic,SUV,4,2.5,63000,9.3,Subaru,Forester,X,Blue,2011,22990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-11567
Manual,SUV,4,2.5,64929,9.3,Subaru,Forester,X,Silver,2012,21819,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-10296
Automatic,SUV,4,2.5,61217,9.6,Subaru,Forester,X,Gold,2010,17880,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-66
Automatic,SUV,4,2.5,89100,9.7,Subaru,Forester,X,Newport Blue,2007,11500,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-604957
Automatic,SUV,4,2.5,191797,9.7,Subaru,Forester,X Columbia,Silver,2007,9999,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15996
Manual,SUV,4,2.5,92141,9.3,Subaru,Forester,X,White,2010,16800,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-17079
Manual,SUV,4,2,166660,,Subaru,Forester,GT,,2002,8490,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-15700
Manual,SUV,4,2,85,5.9,Subaru,Forester,2.0D-S,Red,2015,38490,Diesel,QUEENSLAND,Demo,AGC-SELLER-29334
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,White,2016,36913,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2.5,66309,9.3,Subaru,Forester,X Luxury Edition,Blue,2012,24990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15921
Automatic,SUV,4,2.5,20803,9.3,Subaru,Forester,X,Grey,2012,23987,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-19
Manual,SUV,4,2,139557,6.4,Subaru,Forester,2.0D,White,2011,19490,Diesel,SOUTH AUSTRALIA,Used,AGC-SELLER-1226
Automatic,SUV,4,2.5,166000,10.5,Subaru,Forester,XT Premium,Black,2009,16990,Petrol - Premium ULP,TASMANIA,Used,AGC-SELLER-2128
Manual,SUV,4,2.5,180213,8.7,Subaru,Forester,X Weekender,White,2005,7999,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-17248
Automatic,SUV,4,2,271079,,Subaru,Forester,Limited,Red,2001,3880,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-12192
Automatic,SUV,4,2.5,1574,8.1,Subaru,Forester,2.5i-L,White,2016,34990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-17810
Automatic,SUV,4,2.5,52393,9.3,Subaru,Forester,X,Red,2012,22990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-9136
Automatic,SUV,4,2,177564,,Subaru,Forester,GT,Gold,2002,7990,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-68
Manual,SUV,4,2.5,124000,11.2,Subaru,Forester,XT Luxury,Burgundy,2003,6999,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-49115
Automatic,SUV,4,2,191,6.4,Subaru,Forester,2.0D-S,Bronze,2015,43999,Diesel,VICTORIA,Used,AGC-SELLER-12886
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-L,White,2016,36860,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Automatic,SUV,4,2.5,124193,8.1,Subaru,Forester,2.5i,Black,2013,20650,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-12707
Automatic,SUV,4,2.5,111500,9.6,Subaru,Forester,XS,Gold,2010,16900,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-18309
Automatic,SUV,4,2.5,153854,9.6,Subaru,Forester,X,White,2010,15990,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-10827
Automatic,SUV,4,2,18,8.5,Subaru,Forester,XT Premium,Red,2015,47680,Petrol - Premium ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-51277
Automatic,SUV,4,2,8,6.4,Subaru,Forester,2.0D-S,Grey,2016,43480,Diesel,NEW SOUTH WALES,BNCIS,AGC-SELLER-17353
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-L,White,2016,33990,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-15820
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2016,33799,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-9592
Manual,SUV,4,2,35070,5.9,Subaru,Forester,2.0D,White,2014,29999,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-28574
Manual,SUV,4,2.5,92616,9.3,Subaru,Forester,XS Premium,Gold,2008,14800,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-16236
Manual,SUV,4,2.5,157704,9.6,Subaru,Forester,X,Gold,2008,12950,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-561
Automatic,SUV,4,2.5,177152,11.1,Subaru,Forester,XT,Silver,2007,9990,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-15885
Automatic,SUV,4,2.5,219479,11,Subaru,Forester,XT,Silver,2004,7490,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-51400
Manual,SUV,4,2,279100,,Subaru,Forester,GX,,1999,4990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17179
Automatic,SUV,4,2.5,1,8.1,Subaru,Forester,2.5i-S,Silver,2015,43772,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-8985
Automatic,SUV,4,2.5,4358,8.1,Subaru,Forester,2.5i-L,Black,2015,33990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-14865
Manual,SUV,4,2,0,7.2,Subaru,Forester,2.0i-L,Silver,2016,33660,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-29799
Automatic,SUV,4,2.5,51138,8.1,Subaru,Forester,2.5i,White,2014,26990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-14818
Automatic,SUV,4,2.5,90725,9.3,Subaru,Forester,X,White,2012,22990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-52257
Manual,SUV,4,2.5,124290,10.5,Subaru,Forester,XT,White,2011,19990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-17633
Automatic,SUV,4,2.5,130291,10.5,Subaru,Forester,XT Premium,Grey,2008,18990,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11056
Automatic,SUV,4,2,3667,8.5,Subaru,Forester,XT Premium,White,2014,49582,Petrol - Premium ULP,AUSTRALIAN CAPITAL TERRITORY,Demo,AGC-SELLER-12960
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-S,Blue,2016,43800,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-16558
Automatic,SUV,4,2.5,4156,8.1,Subaru,Forester,2.5i-L,Grey,2015,35990,Petrol - Unleaded ULP,VICTORIA,Demo,AGC-SELLER-12886
Automatic,SUV,4,2.5,94885,10.5,Subaru,Forester,S-EDITION,Spark Silver Metallic,2011,27000,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-937683
Automatic,SUV,4,2.5,136950,9.6,Subaru,Forester,X,Blue,2010,13990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-10346
Automatic,SUV,4,2.5,145781,9.6,Subaru,Forester,X,Bronze,2008,12990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-103
Automatic,SUV,4,2.5,171176,9.6,Subaru,Forester,X,White,2008,11989,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-28721
Manual,SUV,4,2.5,146842,8.7,Subaru,Forester,X,White,2005,9990,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-46653
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-S,Silver,2016,43632,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-12131
Automatic,SUV,4,2.5,10444,8.1,Subaru,Forester,2.5i-S,Green,2015,39888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-8985
Automatic,SUV,4,2.5,8,8.1,Subaru,Forester,2.5i-L,Green,2015,37403,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Blue,2016,35885,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-29334
Automatic,SUV,4,2.5,2906,8.1,Subaru,Forester,2.5i-L,White,2015,34990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-9410
Automatic,SUV,4,2.5,7,8.1,Subaru,Forester,2.5i-L,White,2016,34888,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-12131
Manual,SUV,4,2,96248,6.4,Subaru,Forester,2.0D Premium,Silver,2011,26990,Diesel,QUEENSLAND,Used,AGC-SELLER-9121
Manual,SUV,4,2,58259,7.2,Subaru,Forester,2.0i,Silver,2013,24990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11056
Manual,SUV,4,2,126186,6.4,Subaru,Forester,2.0D Premium,Silver,2010,22789,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-8840
Automatic,SUV,4,2.5,71663,9.6,Subaru,Forester,XS,Red,2010,18990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-10649
Manual,SUV,4,2.5,171211,9.5,Subaru,Forester,X,White,2002,8990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-16199
Automatic,SUV,4,2,1006,8.5,Subaru,Forester,XT Premium,Grey,2015,46800,Petrol - Premium ULP,QUEENSLAND,Demo,AGC-SELLER-11358
Automatic,SUV,4,2,8,6.3,Subaru,Forester,2.0D-L,Silver,2016,39880,Diesel,NEW SOUTH WALES,BNCIS,AGC-SELLER-17353
Automatic,SUV,4,2.5,48361,8.1,Subaru,Forester,2.5i-S,Silver,2013,33990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-10327
Automatic,SUV,4,2.5,83815,8.1,Subaru,Forester,2.5i-L,Blue,2013,24987,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-19
Automatic,SUV,4,2.5,92903,9.3,Subaru,Forester,X,White,2012,23990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-28290
Manual,SUV,4,2,96356,7.2,Subaru,Forester,2.0i-L,Crystal Black Silica,2013,22000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3306335
Automatic,SUV,4,2.5,141792,9.7,Subaru,Forester,X Luxury,Blue,2007,12990,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-13062
Automatic,SUV,4,2.5,27000,8.1,Subaru,Forester,2.5i-S,Crystal Black Silica,2014,36500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3290269
Automatic,SUV,4,2.5,8,8.1,Subaru,Forester,2.5i-L,White,2016,36348,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Demo,AGC-SELLER-66
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Grey,2016,34985,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51748
Manual,SUV,4,2,37438,5.9,Subaru,Forester,2.0D-S,Silver,2014,33975,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-15394
Automatic,SUV,4,2.5,12939,8.1,Subaru,Forester,2.5i-L,Blue,2014,32888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,84316,9.3,Subaru,Forester,XS Premium,Satin White Pearl,2011,22990,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3231396
Manual,SUV,4,2,67631,6,Subaru,Forester,2.0D,Silver,2012,22880,Diesel,SOUTH AUSTRALIA,Used,AGC-SELLER-66
Automatic,SUV,4,2.5,119616,8.1,Subaru,Forester,2.5i,White,2013,20645,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-18100
Automatic,SUV,4,2.5,142944,9.6,Subaru,Forester,X,Black,2009,14490,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-29212
Automatic,SUV,4,2,200,6.4,Subaru,Forester,2.0D-S,Black,2015,39990,Diesel,VICTORIA,Used,AGC-SELLER-12886
Automatic,SUV,4,2.5,165,8.1,Subaru,Forester,2.5i-L Special Edition,Silver,2015,37402,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Demo,AGC-SELLER-13062
Automatic,SUV,4,2.5,1,8.1,Subaru,Forester,2.5i-L,Grey,2015,37077,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-8985
Automatic,SUV,4,2,9275,6.3,Subaru,Forester,2.0D-L,Bronze,2015,35888,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-15511
Automatic,SUV,4,2.5,79715,9.3,Subaru,Forester,X,Silver,2011,20990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-8799
Manual,SUV,4,2.5,155000,10.5,Subaru,Forester,XT Premium,Grey,2008,16999,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-17893
Automatic,SUV,4,2.5,133533,9.6,Subaru,Forester,XS,Black,2008,15990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-16895
Automatic,SUV,4,2.5,87674,9.3,Subaru,Forester,X,Silver,2012,21990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-49344
