Transmission,BodyType,Cyl,Litre,Kms,Economy,Make,Model,Badge,Colour,Year,Price,Fuel,Location,Cat,SellerId
Automatic,SUV,4,2.5,51192,9.6,Subaru,Forester,X,White,2009,19490,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-12526
Automatic,SUV,4,2.5,165079,9.3,Subaru,Forester,X,White,2012,14999,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-16282
Automatic,SUV,4,2.5,1,8.1,Subaru,Forester,2.5i-S,Blue,2015,43772,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-8985
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Red,2016,34870,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-47124
Automatic,SUV,4,2.5,25282,8.1,Subaru,Forester,2.5i-L,Silver,2015,32990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-11086
Automatic,SUV,4,2.5,63041,8.1,Subaru,Forester,2.5i-L,Grey,2012,26987,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-19
Manual,SUV,4,2,87180,6,Subaru,Forester,2.0D,Red,2011,20900,Diesel,VICTORIA,Used,AGC-SELLER-29481
Automatic,SUV,4,2.5,62500,9.6,Subaru,Forester,XS Premium,Newport Blue Pearl,2010,20700,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3084952
Automatic,SUV,4,2.5,101453,9.3,Subaru,Forester,X,Silver,2011,16988,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-1245
Automatic,SUV,4,2.5,164381,8.8,Subaru,Forester,X,White,2004,9500,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-51239
Automatic,SUV,4,2.5,147490,9.5,Subaru,Forester,XS,White,2003,7990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-51935
Automatic,SUV,4,2.5,183260,9.7,Subaru,Forester,X,White,2006,6890,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-29830
Automatic,SUV,4,2.5,10330,8.1,Subaru,Forester,2.5i-L,Blue,2015,33888,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-8985
Automatic,SUV,4,2.5,68059,8.1,Subaru,Forester,2.5i,Black,2013,21990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-17633
Automatic,SUV,4,2.5,125197,9.6,Subaru,Forester,X,Silver,2010,19990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-52156
Automatic,SUV,4,2,1,8.5,Subaru,Forester,XT Premium,Black,2015,52928,Petrol - Premium ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-8985
Automatic,SUV,4,2.5,19780,8.1,Subaru,Forester,2.5i Luxury,Silver,2014,33990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-18075
Automatic,SUV,4,2.5,26625,8.1,Subaru,Forester,2.5i-S,Crystal Black Silica,2013,33000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1681862
Manual,SUV,4,2,48049,7.2,Subaru,Forester,2.0i,Silver,2013,24990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-2128
Automatic,SUV,4,2.5,133657,8.1,Subaru,Forester,2.5i,Silver,2013,22990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-43607
Manual,SUV,4,2.5,93992,9.6,Subaru,Forester,X Columbia,Blue,2007,12990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-2128
Automatic,SUV,4,2.5,289988,11.1,Subaru,Forester,XT Luxury,Blue,2007,5990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-17372
Automatic,SUV,4,2,1850,8.5,Subaru,Forester,XT Premium,White,2015,49990,Petrol - Premium ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-15108
Automatic,SUV,4,2,10953,8.5,Subaru,Forester,XT Premium,Grey,2015,45990,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11056
Automatic,SUV,4,2,7,8.5,Subaru,Forester,XT Premium,Black,2015,46748,Petrol - Premium ULP,QUEENSLAND,Demo,AGC-SELLER-29334
Automatic,SUV,4,2.5,11,8.1,Subaru,Forester,2.5i-S,Green,2015,40990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-12886
Automatic,SUV,4,2.5,82100,9.6,Subaru,Forester,XS Premium,Dark Grey,2010,18800,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Private,SSE-SELLER-3271111
Automatic,SUV,4,2.5,64681,9.6,Subaru,Forester,X,Silver,2010,17990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-28786
Automatic,SUV,4,2.5,122034,9.7,Subaru,Forester,X,White,2008,14990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-212
Manual,SUV,4,2.5,199743,9.5,Subaru,Forester,XS Luxury,Silver,2005,9990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-18075
Automatic,SUV,4,2.5,33640,10.5,Subaru,Forester,S-EDITION,Grey,2012,36990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-50545
Automatic,SUV,4,2.5,1501,8.1,Subaru,Forester,2.5i-L,White,2016,34980,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-29799
Manual,SUV,4,2,38288,5.9,Subaru,Forester,2.0D,White,2012,27990,Diesel,SOUTH AUSTRALIA,Used,AGC-SELLER-9661
Automatic,SUV,4,2.5,81141,8.1,Subaru,Forester,2.5i,Blue,2013,24987,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-19
Automatic,SUV,4,2.5,123323,10.5,Subaru,Forester,S-EDITION,Ice Silver,2011,22100,Petrol - Premium ULP,NEW SOUTH WALES,Private,SSE-SELLER-503552
Manual,SUV,4,2,161147,6,Subaru,Forester,2.0D Premium,White,2012,15990,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-18587
Automatic,SUV,4,2.5,202318,11.1,Subaru,Forester,XT Luxury,Blue,2006,12990,Petrol - Premium ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-18114
Manual,SUV,4,2.5,208352,9.5,Subaru,Forester,XS,White,2003,7990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-15881
Automatic,SUV,4,2,7,8.5,Subaru,Forester,XT Premium,Green,2015,47990,Petrol - Premium ULP,QUEENSLAND,Demo,AGC-SELLER-18570
Automatic,SUV,4,2,1875,8.5,Subaru,Forester,XT Premium,Grey,2015,47888,Petrol - Premium ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-17810
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36860,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Automatic,SUV,4,2,88279,8.5,Subaru,Forester,XT,Red,2013,28990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-15822
Manual,SUV,4,2,41862,7.2,Subaru,Forester,2.0i-L,Black,2013,23990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-12222
Automatic,SUV,4,2.5,124553,9.6,Subaru,Forester,XS,Black,2010,17980,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-12752
Manual,SUV,4,2.5,68622,9.3,Subaru,Forester,X,Satin White Pearl,2009,14000,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3310384
Automatic,SUV,4,2.5,141890,9.5,Subaru,Forester,XS Luxury,Champagne Gold,2005,12500,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3092132
Automatic,SUV,4,2.5,314415,11,Subaru,Forester,XT,Gold,2004,7499,Petrol - Premium ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-18207
Manual,SUV,4,2,251019,,Subaru,Forester,Limited,Silver,1999,4990,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-18079
Automatic,SUV,4,2.5,15,8.1,Subaru,Forester,2.5i-S,Red,2016,40251,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-15717
Automatic,SUV,4,2.5,69076,9.3,Subaru,Forester,X Luxury Edition,Red,2012,21970,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-23
Automatic,SUV,4,2.5,100700,9.3,Subaru,Forester,X,Ice Silver,2012,19000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-750887
Automatic,SUV,4,2.5,264530,9.6,Subaru,Forester,XS Premium,,2009,11514,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-50378
Manual,SUV,4,2.5,168611,9.5,Subaru,Forester,X,Red,2003,7990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-15446
Automatic,SUV,4,2,173276,,Subaru,Forester,GT,Silver,2001,7990,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-16912
Manual,SUV,4,2.5,195426,9.5,Subaru,Forester,XS,Red,2002,7330,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-10654
Automatic,SUV,4,2,242750,,Subaru,Forester,Limited,Aspen White,1999,3900,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3327102
Automatic,SUV,4,2,897,8.5,Subaru,Forester,XT,White,2014,43749,Petrol - Premium ULP,NEW SOUTH WALES,Demo,AGC-SELLER-15921
Automatic,SUV,4,2,151,6.3,Subaru,Forester,2.0D-L,Silver,2015,36990,Diesel,QUEENSLAND,Demo,AGC-SELLER-28541
Manual,SUV,4,2,23503,6,Subaru,Forester,2.0D Premium,Silver,2012,29980,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-15580
Automatic,SUV,4,2.5,15737,8.1,Subaru,Forester,2.5i,Ice Silver,2013,29000,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-3246623
Automatic,SUV,4,2.5,102913,10.5,Subaru,Forester,XT,Black,2009,17990,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11019
Automatic,SUV,4,2.5,92760,9.6,Subaru,Forester,X,Blue,2010,15859,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11554
Automatic,SUV,4,2.5,700,8.1,Subaru,Forester,2.5i-S,Silver,2015,41888,Petrol - Unleaded ULP,VICTORIA,Demo,AGC-SELLER-9298
Manual,SUV,4,2,128863,6.4,Subaru,Forester,2.0D,,2010,17745,Diesel,NEW SOUTH WALES,Used,AGC-SELLER-50378
Manual,SUV,4,2.5,145254,9.3,Subaru,Forester,X,Black,2010,14990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-22075
Automatic,SUV,4,2.5,180000,9.6,Subaru,Forester,XS,Satin White Pearl,2008,12000,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-3136433
Manual,SUV,4,2.5,171201,9.6,Subaru,Forester,XS Luxury,Red,2006,11990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-12886
Manual,SUV,4,2.5,194933,9.5,Subaru,Forester,XS,Silver,2004,7490,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-16831
Manual,SUV,4,2.5,252121,9.5,Subaru,Forester,XS,Black,2004,5999,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-17248
Automatic,SUV,4,2,11,8.5,Subaru,Forester,XT Premium,Silver,2016,51990,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Automatic,SUV,4,2.5,2341,8.1,Subaru,Forester,2.5i-L,Silver,2015,34990,Petrol - Unleaded ULP,VICTORIA,Demo,AGC-SELLER-9452
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Bronze,2015,34985,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51748
Automatic,SUV,4,2.5,74345,9.6,Subaru,Forester,XS Premium,Silver,2010,23490,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-10768
Automatic,SUV,4,2.5,82622,9.6,Subaru,Forester,XS Premium,Silver,2010,22990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-10768
Automatic,SUV,4,2.5,49194,9.3,Subaru,Forester,X,White,2011,21990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-11258
Automatic,SUV,4,2.5,53634,9.3,Subaru,Forester,X,Red,2011,18990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-15633
Automatic,SUV,4,2.5,79857,9.6,Subaru,Forester,X,Spark Silver,2009,16499,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1215107
Automatic,SUV,4,2.5,90719,9.6,Subaru,Forester,X Columbia,Gold,2010,15792,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-17602
Manual,SUV,4,2.5,114900,9.3,Subaru,Forester,X,Blue,2008,13990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-51939
Automatic,SUV,4,2.5,153472,9.7,Subaru,Forester,XS,Silver,2005,9490,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-50376
Automatic,SUV,4,2.5,213842,9.7,Subaru,Forester,XS Luxury,Gold,2005,7499,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-30033
Automatic,SUV,4,2.5,10,8.1,Subaru,Forester,2.5i-S,Black,2016,42990,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-29061
Manual,SUV,4,2.5,89842,10.5,Subaru,Forester,XT Premium,Black,2012,27990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-16385
Automatic,SUV,4,2.5,67291,8.1,Subaru,Forester,2.5i,White,2013,26990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-29374
Manual,SUV,4,2.5,89761,10.5,Subaru,Forester,XT Premium,Silver,2010,21900,Petrol - Premium ULP,QUEENSLAND,Used,AGC-SELLER-68
Automatic,SUV,4,2.5,182577,9.7,Subaru,Forester,X Luxury,Silver,2006,9990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-18564
Automatic,SUV,4,2.5,9360,8.1,Subaru,Forester,2.5i-S,Grey,2015,38999,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-54
Automatic,SUV,4,2.5,76531,8.1,Subaru,Forester,2.5i,White,2013,25757,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-49342
Manual,SUV,4,2.5,104550,9.3,Subaru,Forester,XS Premium,Silver,2011,22969,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-259
Manual,SUV,4,2,66799,6.4,Subaru,Forester,2.0D,White,2011,21750,Diesel,VICTORIA,Used,AGC-SELLER-12707
Automatic,SUV,4,2.5,92455,9.3,Subaru,Forester,X,Black,2012,21999,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-50369
Manual,SUV,4,2,124346,6,Subaru,Forester,2.0D,Silver,2012,20990,Diesel,SOUTH AUSTRALIA,Used,AGC-SELLER-1105
Automatic,SUV,4,2.5,113481,9.6,Subaru,Forester,X Limited Edition,Red,2009,16400,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-10576
Automatic,SUV,4,2.5,124635,9.6,Subaru,Forester,XS,Silver,2010,16990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-18293
Automatic,SUV,4,2.5,279894,11.1,Subaru,Forester,XT Luxury,Silver,2006,5990,Petrol - Premium ULP,VICTORIA,Used,AGC-SELLER-47165
Automatic,SUV,4,2.5,222179,8.8,Subaru,Forester,X,Premium Silver,2004,5250,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-1770763
Automatic,SUV,4,2.5,349090,9.5,Subaru,Forester,X,Royal Silver,2003,3600,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-2060018
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36917,Petrol - Unleaded ULP,WESTERN AUSTRALIA,BNCIS,AGC-SELLER-15108
Automatic,SUV,4,2.5,13939,8.1,Subaru,Forester,2.5i-L Special Edition,Silver,2015,34990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-29333
Automatic,SUV,4,2.5,120543,9.3,Subaru,Forester,X,Silver,2011,17800,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-16736
Automatic,SUV,4,2.5,70117,9.5,Subaru,Forester,X,Silver,2004,12990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-88
Automatic,SUV,4,2.5,260055,9.7,Subaru,Forester,X,Pure White,2006,7800,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-446750
Automatic,SUV,4,2.5,11,8.1,Subaru,Forester,2.5i-L,Bronze,2016,36860,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Manual,SUV,4,2,33587,5.9,Subaru,Forester,2.0D,White,2013,35990,Diesel,WESTERN AUSTRALIA,Used,AGC-SELLER-17513
Automatic,SUV,4,2.5,1425,8.1,Subaru,Forester,2.5i-L Special Edition,White,2015,35777,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11430
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Blue,2016,33799,Petrol - Unleaded ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-9592
Automatic,SUV,4,2.5,48100,9.3,Subaru,Forester,X,Dark Grey,2012,22750,Petrol - Unleaded ULP,VICTORIA,Private,SSE-SELLER-1692892
Automatic,SUV,4,2.5,203034,10.5,Subaru,Forester,XT,Silver,2008,14500,Petrol - Premium ULP,WESTERN AUSTRALIA,Private,SSE-SELLER-3278238
Manual,SUV,4,2.5,149000,9.5,Subaru,Forester,XS Luxury,Silver,2005,9990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-16311
Automatic,SUV,4,2.5,151,8.1,Subaru,Forester,2.5i-S,Grey,2015,43790,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-28541
Automatic,SUV,4,2.5,6500,8.1,Subaru,Forester,2.5i,Silver,2014,33990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-15881
Automatic,SUV,4,2.5,61165,8.1,Subaru,Forester,2.5i-L,Red,2013,29990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-9454
Automatic,SUV,4,2.5,12820,8.1,Subaru,Forester,2.5i,Black,2014,27490,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11019
Automatic,SUV,4,2.5,37369,9.3,Subaru,Forester,X,Silver,2012,25990,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Used,AGC-SELLER-16842
Automatic,SUV,4,2.5,64450,9.3,Subaru,Forester,X,Silver,2012,22000,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-49883
Manual,SUV,4,2.5,117872,9.6,Subaru,Forester,XS Luxury,Silver,2006,12789,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-8840
Automatic,SUV,4,2.5,196000,9.5,Subaru,Forester,XS,Silver,2003,5990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-29750
Automatic,SUV,4,2,198056,,Subaru,Forester,Limited,White,1999,4850,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-16172
Automatic,SUV,4,2,48,8.5,Subaru,Forester,XT Premium,Silver,2015,49990,Petrol - Premium ULP,NEW SOUTH WALES,BNCIS,AGC-SELLER-10988
Automatic,SUV,4,2,4780,8.5,Subaru,Forester,XT Premium,Red,2015,46990,Petrol - Premium ULP,NEW SOUTH WALES,Demo,AGC-SELLER-15820
Automatic,SUV,4,2.5,14000,8.1,Subaru,Forester,2.5i-L Special Edition,Grey,2015,32880,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-10770
Automatic,SUV,4,2.5,26623,8.1,Subaru,Forester,2.5i,Grey,2014,24888,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11019
Automatic,SUV,4,2.5,51965,9.3,Subaru,Forester,X,Blue,2011,23990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-51443
Manual,SUV,4,2,148300,6.4,Subaru,Forester,2.0D,Silver,2010,18990,Diesel,TASMANIA,Used,AGC-SELLER-2128
Automatic,SUV,4,2.5,129913,11,Subaru,Forester,XT Luxury,Premium Silver,2004,14990,Petrol - Premium ULP,VICTORIA,Private,SSE-SELLER-3301564
Automatic,SUV,4,2.5,216823,10.5,Subaru,Forester,XT,Black,2009,12990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-7941
Automatic,SUV,4,2.5,167902,9.7,Subaru,Forester,X,White,2006,11990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-11620
Manual,SUV,4,2.5,153553,9.6,Subaru,Forester,X,Red,2007,9990,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-17356
Manual,SUV,4,2.5,217565,9.6,Subaru,Forester,XS,White,2006,8999,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-29671
Automatic,SUV,4,2.5,154000,9.5,Subaru,Forester,X,Red Mica,2002,6250,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-196894
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,Black,2015,37304,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-18570
Automatic,SUV,4,2.5,8,8.1,Subaru,Forester,2.5i-L,Grey,2016,37095,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-28541
Automatic,SUV,4,2.5,0,8.1,Subaru,Forester,2.5i-L,White,2016,36990,Petrol - Unleaded ULP,TASMANIA,BNCIS,AGC-SELLER-51750
Automatic,SUV,4,2.5,6,8.1,Subaru,Forester,2.5i-L,Grey,2016,36245,Petrol - Unleaded ULP,SOUTH AUSTRALIA,BNCIS,AGC-SELLER-12320
Manual,SUV,4,2,1502,7.2,Subaru,Forester,2.0i-L,White,2016,30980,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-29799
Automatic,SUV,4,2.5,75418,8.1,Subaru,Forester,2.5i,White,2013,26990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-6869
Automatic,SUV,4,2.5,60850,8.1,Subaru,Forester,2.5i,Satin White Pearl,2013,26000,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Private,SSE-SELLER-3273610
Automatic,SUV,4,2.5,173500,9.5,Subaru,Forester,X,Pure White,2004,7900,Petrol - Unleaded ULP,TASMANIA,Private,SSE-SELLER-3111984
Manual,SUV,4,2,168157,,Subaru,Forester,GX,Green,1998,6499,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-17989
Automatic,SUV,4,2.5,10462,8.1,Subaru,Forester,2.5i-S,Silver,2015,42990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-555
Automatic,SUV,4,2.5,8,8.1,Subaru,Forester,2.5i-L,White,2016,35885,Petrol - Unleaded ULP,QUEENSLAND,BNCIS,AGC-SELLER-29334
Automatic,SUV,4,2.5,5724,8.1,Subaru,Forester,2.5i-L,White,2015,35990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-9454
Automatic,SUV,4,2.5,65421,10.5,Subaru,Forester,S-EDITION,Black,2011,29990,Petrol - Premium ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-4068
Manual,SUV,4,2,19801,7.2,Subaru,Forester,2.0i,Grey,2013,27990,Petrol - Unleaded ULP,TASMANIA,Used,AGC-SELLER-11421
Manual,SUV,4,2,59132,6,Subaru,Forester,2.0D,Silver,2012,24990,Diesel,SOUTH AUSTRALIA,Used,AGC-SELLER-9642
Automatic,SUV,4,2.5,77142,9.3,Subaru,Forester,XS Premium,Black,2011,23990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-16333
Manual,SUV,4,2,63676,6.4,Subaru,Forester,2.0D,White,2011,19949,Diesel,VICTORIA,Used,AGC-SELLER-18338
Automatic,SUV,4,2.5,105712,9.6,Subaru,Forester,XS,Silver,2009,17513,Petrol - Unleaded ULP,AUSTRALIAN CAPITAL TERRITORY,Used,AGC-SELLER-12635
Automatic,SUV,4,2.5,111233,9.6,Subaru,Forester,X Luxury,Grey,2010,16500,Petrol - Unleaded ULP,QUEENSLAND,Used,AGC-SELLER-29201
Automatic,SUV,4,2.5,110035,9.3,Subaru,Forester,X,Maroon/Burgundy,2011,15750,Petrol - Unleaded ULP,QUEENSLAND,Private,SSE-SELLER-2670335
Automatic,SUV,4,2.5,118033,9.7,Subaru,Forester,X,Blue,2006,10990,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-15313
Automatic,SUV,4,2.5,186435,9.7,Subaru,Forester,X Luxury,Grey,2007,8990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-50233
Automatic,SUV,4,2.5,272000,11.1,Subaru,Forester,XT,Premium Silver,2005,5950,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-3245253
Automatic,SUV,4,2,280,8.5,Subaru,Forester,XT Premium,Blue,2015,47990,Petrol - Premium ULP,QUEENSLAND,Demo,AGC-SELLER-28541
Automatic,SUV,4,2,60388,8.5,Subaru,Forester,XT Premium,,2013,37990,Petrol - Premium ULP,NEW SOUTH WALES,Used,AGC-SELLER-8152
Automatic,SUV,4,2.5,5654,8.1,Subaru,Forester,2.5i-L,Silver,2015,35490,Petrol - Unleaded ULP,QUEENSLAND,Demo,AGC-SELLER-10346
Automatic,SUV,4,2.5,45000,10.5,Subaru,Forester,S-EDITION,Satin White Pearl,2012,35000,Petrol - Premium ULP,QUEENSLAND,Private,SSE-SELLER-2278440
Automatic,SUV,4,2.5,11076,8.1,Subaru,Forester,2.5i-L,White,2015,33990,Petrol - Unleaded ULP,NEW SOUTH WALES,Used,AGC-SELLER-15820
Automatic,SUV,4,2.5,106121,9.6,Subaru,Forester,XS,Silver,2010,18958,Petrol - Unleaded ULP,VICTORIA,Used,AGC-SELLER-11106
Automatic,SUV,4,2.5,143265,9.6,Subaru,Forester,X,Spark Silver,2009,12500,Petrol - Unleaded ULP,NEW SOUTH WALES,Private,SSE-SELLER-3326717
Automatic,SUV,4,2.5,158692,9.7,Subaru,Forester,X Columbia,Silver,2007,8999,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Used,AGC-SELLER-11056
Automatic,SUV,4,2.5,158,8.1,Subaru,Forester,2.5i-S,Grey,2016,41750,Petrol - Unleaded ULP,NEW SOUTH WALES,Demo,AGC-SELLER-9592
Automatic,SUV,4,2,2212,8.5,Subaru,Forester,XT,White,2015,40490,Petrol - Premium ULP,QUEENSLAND,BNCIS,AGC-SELLER-10346
Automatic,SUV,4,2.5,1503,8.1,Subaru,Forester,2.5i-L,Silver,2016,34980,Petrol - Unleaded ULP,WESTERN AUSTRALIA,Demo,AGC-SELLER-29799
Automatic,SUV,4,2.5,1562,8.1,Subaru,Forester,2.5i-L,Silver,2016,33888,Petrol - Unleaded ULP,SOUTH AUSTRALIA,Demo,AGC-SELLER-12320
